LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK
"Niagara Park Station",225060,-33.38333131,151.3542821,10101141,"02 4352 1450","Kathleen Morreau Rd, Niagara Park NSW 2250","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus",6-8am,4-6.30pm
"Nimmitabel Coach Stop",26312,-36.513522,149.283734,10150017,,"Nimmitabel Police Station, Bombala St, Nimmitabel NSW 2631",,,Coach,,
"Normanhurst Station",207620,-33.72075274,151.0972405,10101194,"02 9847 8423","Denman Pde, Normanhurst NSW 2076","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Taxi rank","Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"North Ryde Station",211320,-33.7944217,151.1379398,10101428,"02 8878 4335","Delhi Rd, North Ryde NSW 2113","Bike lockers | Kiss and ride stopping area",,"Train, Bus",7-9am,4-6.30pm
"North Strathfield Station",213710,-33.85868801,151.0879861,10101205,"02 9752 8462","Queen St, North Strathfield NSW 2137","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"North Sydney Station",206010,-33.84120853,151.2074102,10101112,"02 9379 4432","Blue St, North Sydney NSW 2060","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"North Sydney Wharf",20603,-33.84496235,151.2187282,10102016,,"High St, North Sydney NSW 2060","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements",Ferry,,
"North Wollongong Station",250010,-34.41259326,150.8913492,10101371,"02 4223 5583","Stafford St, North Wollongong NSW 2500","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",6-8am,4-6.30pm
"Nyngan Coach Stop",28251,-31.562975,147.196784,10150021,,"Nyngan Visitor Information Centre, Railway Square, Nyngan NSW 2825",,,Coach,,
"Oak Flats Station",252920,-34.57223075,150.8209079,10101382,"02 4223 5565","Stanford Dr, Oak Flats NSW 2529","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",6-8am,4-6.30pm
"Oatley Station",222320,-33.98084516,151.0789651,10101342,"02 9522 1246","Oatley Pde, Oatley NSW 2223","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Oberon Coach Stop",27873,-33.703707,149.855614,10150223,,"Fleming St at Oberon St, Oberon NSW 2787",,,"Coach, Bus",,
"Ocean Shores Coach Stop",248330,-28.524816,153.545954,10157746,,"Ocean Village Shops, Rajah Rd, Ocean Shores NSW 2483",,,Coach,,
"Old Cremorne Wharf",20902,-33.84092232,151.2305011,10102026,,"Kareela Rd, Cremorne Point NSW 2090","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements",Ferry,,
"Olympic Park Station",212710,-33.84652013,151.0695472,10101424,"02 9752 8557","Murray Rose Ave, Sydney Olympic Park NSW 2127","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Ootha Coach Stop",287521,-33.121352,147.448015,10150155,,"Henry Parkes Way at Ringwood Rd, Ootha NSW 2875",,,Coach,,
"Orange Station",28001,-33.286992,149.103703,10155023,"13 22 32","Peisley St, Orange NSW 2800","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Regional coach, Taxi",,
"Otford Station",250830,-34.21020004,151.0060039,10101357,"02 4223 5566","Lady Carrington Rd, Otford NSW 2508","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars",Train,6-8am,4-6.30pm
"Ourimbah Station",225810,-33.35960353,151.3699892,10101143,"02 4349 9204","Pacific Hwy, Ourimbah NSW 2258","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus",6-8am,4-6.30pm
"Pacific Palms Coach Stop (northbound)",2428160,-32.347629,152.535341,10158101,,"Pacific Palms Visitor Information Centre, Boomerang Dr, Blueys Beach NSW 2428",,,Coach,,
"Pacific Palms Coach Stop (southbound)",24286,-32.348171,152.536272,10150030,,"Boomerang Dr opp Blueys Beach Shops, Blueys Beach NSW 2428",,,"Coach, Bus",,
"Paddy's Markets Light Rail",2000253,-33.87925321,151.2027409,10101441,,"Quay St, Haymarket NSW 2000","Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Light rail",,
"Padstow Station",221110,-33.95189202,151.0325572,10101416,"02 9563 7653","Howard Rd, Padstow NSW 2211","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Palm Beach Coach Stop",42211,-28.120533,153.472207,10150293,,"Gold Coast Hwy at Palm Beach Ave, Palm Beach QLD 4221",,,Coach,,
"Palmers Island Coach Stop",24639,-29.420222,153.288966,10159432,,"Yamba Rd at Palmers Island Middle Rd, Palmers Island NSW 2463",,,Coach,,
"Pambula Coach Stop",254918,-36.930474,149.875171,10161977,,"Pambula Bus Interchange, Bennett Lane, Pambula NSW 2549",,,"Coach, Bus",,
"Panania Station",221310,-33.95431112,150.9978261,10101418,"02 9563 7654","Sherlock Ave, Panania NSW 2213","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","This location is wheelchair accessible | Lift | Stairs | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Parkes Station",28701,-33.142132,148.173185,10155056,"13 22 32","Welcome St, Parkes NSW 2870","Commuter car park | Toilets | Wheelchair accessible car space","Stairs | This location is not wheelchair accessible","Train, Regional coach",,
"Parramatta Station",215020,-33.81757926,151.0055351,10101229,"02 9848 9387","Argyle St, Parramatta NSW 2150","Bike lockers | Bike racks | Bike shed | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Parramatta Wharf",21501,-33.81391554,151.010585,10102032,,"Cnr Phillip St & Charles St, Parramatta NSW 2150","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | PA system for announcements","Ferry, Taxi",,
"Paterson Station",242110,-32.60240094,151.6146372,10101181,"02 4932 8409","Railway St, Paterson NSW 2421","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors",Train,"No peak",4-6.30pm
"Peak Hill Coach Stop",28693,-32.725638,148.191042,10150181,,"Dugga St before Caswell St, Peak Hill NSW 2869",,,Coach,,
"Pendle Hill Station",214530,-33.8013479,150.9563427,10101232,"02 9851 7203","Wentworth Ave, Pendle Hill NSW 2145","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Stairs | Tactile surfaces | This location is wheelchair accessible | PA system for announcements | Lift","Train, Bus, Taxi",7-9am,4-6.30pm
"Pennant Hills Station",212020,-33.73793863,151.0725297,10101196,"02 9847 8523","Railway St, Pennant Hills NSW 2120","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Penrith Station",275010,-33.75005529,150.6961348,10101252,"02 4780 3325","Jane St, Penrith NSW 2750","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop (concourse only) | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Penrose Station",257920,-34.67255107,150.2117555,10101311,"02 4868 1115","Highland Way, Penrose NSW 2579","Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars",Train,6-8am,4-6.30pm
"Penshurst Station",222210,-33.96612954,151.0893865,10101340,"02 9563 7545","Bridge St, Penshurst NSW 2222","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Petersham Station",204910,-33.8938594,151.1551562,10101212,"02 9752 8426","Trafalgar St, Petersham NSW 2049","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Picton Station",257110,-34.17914657,150.6126016,10101301,"02 4677 1402","Station St, Picton NSW 2571","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus",6-8am,4-6.30pm
"Point Clare Station",225030,-33.44577008,151.328556,10101138,"02 4325 7897","Brisbane Water Dr, Point Clare NSW 2250","Bike lockers | Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus",6-8am,4-6.30pm
"Port Kembla North Station",250530,-34.47276667,150.8880483,10101376,"02 4223 5685","Flinders St, Port Kembla NSW 2505","Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements",Train,6-8am,4-6.30pm
"Port Kembla Station",250540,-34.47724493,150.9019223,10101377,"02 4223 5685","Old Port Kembla Rd, Port Kembla NSW 2505","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Train, Bus",6-8am,4-6.30pm
